Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV
222,3,3546,356.097101122869,-26.03414898592299,SER,0.429881368431537,636.5346,0.0053,667.238,0.0104,7.9864,0.0161,18.4616,0.0018,0.4890,0.0061,0.3369,0.0009,-26.8793,0.0836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.5346,0.0053,667.238,0.0104,7.3152,0.0161,17.9399,0.0021,0.6308,0.0070,0.3369,0.0009,-26.8793,0.0836,636.5346,0.0053,667.238,0.0104,6.9605,0.0256,17.7875,0.0048,0.7057,0.0112,0.3369,0.0009,-26.8793,0.0836,186877,3559m260,3546,0.022182597,40.89665,0.0,67.719696,76.64525,1.7421136,0.0,1.6247891,1.0047828,0.5585989,17587.746,1.9838734,53509.168,0.29573774,231111.05,-0.40322205,254853.03,18.470781,Infinity,17.923212,17.788788,18.191296,18.698053,17.186281,15.443565,Infinity,Infinity,Infinity,0.13442421,356.097,-26.034,23 44 23.28,-26 02 02.4,0.0656,,19.9911,20.0298
222,1,3286,356.0772525732302,-26.03991579791621,SER,0.429881368431537,881.5898,0.0036,588.0121,0.0074,9.3019,0.0121,17.8725,0.001,0.7425,0.0036,0.3578,0.0004,21.462,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.5898,0.0036,588.0121,0.0074,9.4070,0.0149,17.3127,0.0014,0.8217,0.0035,0.3578,0.0004,21.462,0.0481,881.5898,0.0036,588.0121,0.0074,9.4626,0.0224,17.1875,0.0024,0.8636,0.0058,0.3578,0.0004,21.462,0.0481,186877,3559m260,3286,0.021982241,71.12358,0.0,117.44204,130.0016,1.6992716,0.0,1.6342014,1.1492904,0.751534,43052.863,2.4388328,104395.21,0.34889305,896512.5,0.32776898,896309.56,17.869967,Infinity,17.325441,17.215128,17.579746,18.125463,17.157858,13.972567,Infinity,Infinity,Infinity,0.11031342,356.077,-26.0398889,23 44 18.48,-26 02 23.6,0.0653,,19.9799,19.2916
222,4,106,356.1180250548215,-26.03973882423549,SER,0.429881368431537,847.8981,0.0025,899.2593,0.0019,13.4464,0.0088,16.1623,5.0E-4,1.1301,0.0013,0.6893,0.0003,53.5316,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.8981,0.0025,899.2593,0.0019,13.2706,0.0120,15.4078,7.0E-4,1.6674,0.0018,0.6893,0.0003,53.5316,0.049,847.8981,0.0025,899.2593,0.0019,13.1776,0.0182,15.2357,0.0010,1.9513,0.0028,0.6893,0.0003,53.5316,0.049,186878,3562m260,106,0.022598801,330.1182,0.0,628.61505,761.50824,1.6931508,0.0,1.7312654,1.1587522,0.5,760460.0,6.547456,2222983.2,0.3251217,1.3465583E7,-0.015285232,7693912.5,16.203327,Infinity,15.504038,15.295814,15.811991,16.33653,14.647898,14.177402,Infinity,Infinity,Infinity,0.2082243,356.118,-26.0396111,23 44 28.32,-26 02 22.6,0.0473,,18.217,17.6603
223,3,3647,357.5307058824425,-47.1908624101798,SER,1.17124817433344,667.0272,8.0E-4,430.6059,9.0E-4,46.3120,0.0691,15.151,9.0E-4,3.3246,0.0034,0.6922,0.0001,-41.788,0.0231,667.0272,8.0E-4,430.6059,9.0E-4,50.0284,0.0402,14.3542,5.0E-4,3.8814,0.0020,0.6922,0.0001,-41.788,0.0231,667.0272,8.0E-4,430.6059,9.0E-4,53.5744,0.0555,14.0017,6.0E-4,4.4126,0.0024,0.6922,0.0001,-41.788,0.0231,667.0272,8.0E-4,430.6059,9.0E-4,57.4129,0.0980,13.7638,0.0010,4.9877,0.0041,0.6922,0.0001,-41.788,0.0231,88811,3576m472,3647,0.014474443,774.7734,1561.5164,2132.1985,2602.4705,1.431501,1.2190269,1.152397,1.077241,3.429899,2090127.9,11.172234,641073.5,0.03198146,5.905536E7,-0.19118883,1.00660336E8,15.277063,14.516133,14.177931,13.961535,14.274786,14.734508,13.375743,12.404067,0.76093006,0.33820248,0.55459785,0.21639538,357.53,-47.1906111,23 50 07.20,-47 11 26.2,0.004003,,18.3621,17.8765
223,4,4610,357.5591551925609,-47.17951822743905,SER,1.17124817433344,787.7242,9.0E-4,697.0027,8.0E-4,10.5565,0.0042,16.0215,4.0E-4,1.0906,0.0010,0.8482,0.0002,49.1701,0.0536,787.7242,9.0E-4,697.0027,8.0E-4,10.1492,0.0025,15.5247,3.0E-4,1.3361,0.0006,0.8482,0.0002,49.1701,0.0536,787.7242,9.0E-4,697.0027,8.0E-4,9.7605,0.0034,15.324,3.0E-4,1.5705,0.0008,0.8482,0.0002,49.1701,0.0536,787.7242,9.0E-4,697.0027,8.0E-4,9.3397,0.0058,15.2055,0.0005,1.8241,0.0014,0.8482,0.0002,49.1701,0.0536,88811,3576m472,4610,0.014398219,127.47016,245.88448,346.62875,420.03653,1.4401176,1.2285503,1.1554707,1.1243501,1.5473633,634672.6,3.7201533,941311.8,0.12897779,1.4416086E7,0.18322244,1.8356544E7,17.236479,16.523172,16.15034,15.941782,16.023453,16.36848,14.429297,13.130919,0.7133064,0.37283325,0.5813904,0.20855713,357.559,-47.1793889,23 50 14.16,-47 10 45.8,0.0,,20.0016,19.2314
223,2,3198,357.5177725993774,-47.17147447864551,SER,1.17124817433344,401.1172,0.0019,585.9581,0.0027,14.6612,0.0168,17.1972,0.001,1.1033,0.0021,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,13.9984,0.0105,16.5123,6.0E-4,1.3263,0.0013,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,13.3659,0.0123,16.1661,7.0E-4,1.5391,0.0016,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,12.6814,0.0206,16.0262,0.0012,1.7694,0.0028,0.6412,0.0003,27.9277,0.0442,88811,3576m472,3198,0.015353147,365.46848,589.7985,721.8967,841.19385,1.4886594,1.3012445,1.1554707,1.114049,1.5345984,2364591.2,2.6281395,1.4567526E7,-0.013291628,5.3303924E7,0.07390758,9.4510296E7,16.092875,15.573241,15.353812,15.187759,14.935737,14.765657,13.101871,,0.5196333,0.21942902,0.38548183,0.16605282,357.518,-47.1711944,23 50 04.32,-47 10 16.3,0.065619,,17.8817,17.555
223,1,2801,357.5073170890037,-47.1479227381393,SER,1.17124817433344,885.6356,0.0132,1021.2577,0.0144,10.4462,0.0319,18.9,0.0028,0.5323,0.0047,0.8098,0.0017,-24.0564,0.4684,885.6356,0.0132,1021.2577,0.0144,10.5866,0.0273,18.5925,0.0027,0.5735,0.0025,0.8098,0.0017,-24.0564,0.4684,885.6356,0.0132,1021.2577,0.0144,10.7206,0.0366,18.4735,0.0036,0.6129,0.0043,0.8098,0.0017,-24.0564,0.4684,885.6356,0.0132,1021.2577,0.0144,10.8657,0.0541,18.3881,0.0067,0.6554,0.0078,0.8098,0.0017,-24.0564,0.4684,88811,3576m472,2801,0.015321258,25.468729,33.81314,37.554104,40.121265,1.4351988,1.2196882,1.1772766,1.0353489,0.5704441,151870.17,2.5498338,159010.84,0.047843724,887524.1,-0.06731064,1012726.0,18.984982,18.677286,18.563356,18.491564,19.032099,19.09832,16.901344,11.819049,0.3076954,0.11392975,0.18572235,0.0717926,357.507,-47.1473889,23 50 01.68,-47 08 50.6,0.0,,19.8751,19.7018
224,1,4923,357.8025875200315,20.57623254962149,SER,1.81803288110137,753.6765,0.0089,679.0527,0.0195,53.7899,0.0385,15.425,7.0E-4,0.7542,0.0010,0.2275,0.0001,-24.8908,0.0116,753.6765,0.0089,679.0527,0.0195,52.3656,0.0375,14.9947,8.0E-4,0.8608,0.0010,0.2275,0.0001,-24.8908,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.6765,0.0089,679.0527,0.0195,49.5355,0.0907,14.7047,0.0017,1.0725,0.0026,0.2275,0.0001,-24.8908,0.0116,447455,3577p205,4923,0.0790997,88.67936,134.66594,0.0,183.48659,1.4854704,1.3184732,0.0,1.8430382,0.8826738,93912.33,3.3727887,331427.06,-0.42888668,2673230.8,-0.07904947,1730235.2,17.630444,17.176855,Infinity,16.84099,17.179522,17.67409,15.926895,,0.4535885,Infinity,0.33586502,Infinity,357.8028333,20.5761111,23 51 12.68,+20 34 34.0,0.080446,,19.815,19.0236
224,2,5534,357.8276669537565,20.57793421512811,SER,1.81803288110137,319.5453,9.0E-4,792.2122,8.0E-4,22.3121,0.0181,14.0336,3.0E-4,4.9667,0.0028,0.8195,0.0001,-55.2304,0.0356,319.5453,9.0E-4,792.2122,8.0E-4,20.2657,0.0118,13.1289,3.0E-4,4.5187,0.0018,0.8195,0.0001,-55.2304,0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.5453,9.0E-4,792.2122,8.0E-4,16.1994,0.0107,12.5260,0.0003,3.6286,0.0021,0.8195,0.0001,-55.2304,0.0356,447455,3577p205,5534,0.079179265,644.6669,971.03485,0.0,1345.7634,1.4854704,1.3184732,0.0,1.5993098,0.89488006,1432307.2,13.216195,1895748.2,0.40213427,4.3272808E7,-0.47054043,4.0552164E7,15.476662,15.031913,Infinity,14.677578,15.079425,15.596766,14.19174,13.292772,0.44474888,Infinity,0.35433483,Infinity,357.8274167,20.5781389,23 51 18.58,+20 34 41.3,0.017949,,16.8032,16.6326
224,3,5805,357.840413582652,20.57396363703894,EXP,1.81803288110137,591.41,0.0365,625.0099,0.0313,31.0091,0.0614,16.4815,0.0018,0.6959,0.0025,0.8128,0.0010,-86.2219,0.3148,591.41,0.0365,625.0099,0.0313,31.2139,0.0650,16.1287,0.0023,0.7189,0.0026,0.8128,0.0010,-86.2219,0.3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.41,0.0365,625.0099,0.0313,31.6210,0.1643,15.8861,0.0054,0.7646,0.0071,0.8128,0.0010,-86.2219,0.3148,447455,3577p205,5805,0.07905436,300.24478,416.1112,0.0,517.52747,1.4854704,1.3184732,0.0,1.8430382,1.0,0.0,9.782577,22582.676,-0.099344574,3096712.0,0.044789203,1799576.5,16.30631,15.951977,Infinity,15.715166,16.549398,17.102053,,14.499672,0.35433388,Infinity,0.23681068,Infinity,357.8395,20.5738333,23 51 21.48,+20 34 25.8,0.018369,,17.6253,17.3753
224,4,6349,357.8615641601616,20.586124635675,SER,1.81803288110137,1076.3683,0.016,655.9797,0.0076,12.9690,0.0290,17.6139,0.002,0.8453,0.0048,0.3927,0.0006,-84.9631,0.0751,1076.3683,0.016,655.9797,0.0076,12.9238,0.0278,17.1615,0.0023,0.8988,0.0040,0.3927,0.0006,-84.9631,0.0751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.3683,0.016,655.9797,0.0076,12.8339,0.0684,16.8737,0.0046,1.0051,0.0115,0.3927,0.0006,-84.9631,0.0751,447455,3577p205,6349,0.07871491,2001.3971,4826.5796,0.0,9258.465,1.6032155,1.348427,0.0,1.469782,3.9852884,1040603.1,6.6101613,733032.7,0.017594459,1.03763024E8,-0.13967213,1.3125755E8,14.246667,13.290901,Infinity,12.583652,13.121193,13.557625,11.175402,,0.9557657,Infinity,0.7072487,Infinity,357.8615,20.5860278,23 51 26.76,+20 35 09.7,0.018483,,18.8402,17.2962
225,3,8642,358.7770932882717,-50.07830642707249,SER,0.585923698602442,611.0757,0.0042,474.4824,0.0049,5.5657,0.0984,19.1019,0.007,6.8577,0.0880,0.5937,0.0024,-7.8069,0.2245,611.0757,0.0042,474.4824,0.0049,15.5101,0.3087,18.2161,0.0085,7.1621,0.0762,0.5937,0.0024,-7.8069,0.2245,611.0757,0.0042,474.4824,0.0049,24.9984,0.5565,17.8582,0.0095,7.4526,0.0732,0.5937,0.0024,-7.8069,0.2245,611.0757,0.0042,474.4824,0.0049,35.2694,0.8294,17.2103,0.0099,7.7670,0.0803,0.5937,0.0024,-7.8069,0.2245,78284,3586m500,8642,0.015798122,22.118044,31.938585,32.634132,48.3535,1.4862205,1.2784363,1.1246297,1.0459093,6.0,1181.5768,1.9058886,36237.684,0.16108774,158350.34,-0.2119055,180549.06,19.138134,18.73921,18.71582,18.28893,18.642244,18.578754,17.550163,12.527939,0.39892387,0.023389816,0.45027924,0.42688942,358.777,-50.078,23 55 06.48,-50 04 40.8,0.0,,20.2707,20.0373
225,1,8139,358.7587611362761,-50.06413232765851,SER,0.585923698602442,752.1999,0.0019,911.6914,0.0023,11.2019,0.0052,16.9596,5.0E-4,0.6292,0.0009,0.8343,0.0002,32.4545,0.0779,752.1999,0.0019,911.6914,0.0023,11.0993,0.0034,16.2691,3.0E-4,0.7746,0.0005,0.8343,0.0002,32.4545,0.0779,752.1999,0.0019,911.6914,0.0023,11.0013,0.0049,15.9917,5.0E-4,0.9133,0.0008,0.8343,0.0002,32.4545,0.0779,752.1999,0.0019,911.6914,0.0023,10.8953,0.0082,15.7585,0.0007,1.0634,0.0014,0.8343,0.0002,32.4545,0.0779,78284,3586m500,8139,0.015706727,89.33607,114.20988,120.56305,129.32411,1.2913562,1.1845188,1.1038013,1.0235517,0.95018494,168872.05,3.867429,2918949.8,0.19726132,8230825.5,-0.57908356,8518945.0,17.622433,17.355742,17.296965,17.2208,17.74722,18.327557,17.529032,,0.2666912,0.058776855,0.1349411,0.076164246,358.758,-50.0636944,23 55 01.92,-50 03 49.3,0.0,,19.0698,18.7255
225,4,8690,358.7784323040493,-50.06328720799898,SER,0.585923698602442,599.7418,0.0022,681.393,0.0038,8.1468,0.0061,17.8861,7.0E-4,0.5782,0.0021,0.4910,0.0003,6.7406,0.0356,599.7418,0.0022,681.393,0.0038,8.0483,0.0038,17.4337,5.0E-4,0.6389,0.0012,0.4910,0.0003,6.7406,0.0356,599.7418,0.0022,681.393,0.0038,7.9543,0.0051,17.2437,7.0E-4,0.6968,0.0017,0.4910,0.0003,6.7406,0.0356,599.7418,0.0022,681.393,0.0038,7.8525,0.0086,17.1194,0.0011,0.7595,0.0029,0.4910,0.0003,6.7406,0.0356,78284,3586m500,8690,0.015656892,69.92481,106.52165,126.04482,142.84012,1.2913562,1.1845188,1.0627451,1.0720953,0.6583938,330066.03,2.0986922,1105005.8,0.323772,6491764.0,0.07982697,3880981.2,17.888422,17.431406,17.248688,17.112875,17.494852,17.957764,,,0.457016,0.18271828,0.31853104,0.13581276,358.778,-50.0633056,23 55 06.72,-50 03 47.9,0.0,,20.0077,19.477
225,2,8207,358.7611331329655,-50.04657063090571,SER,0.585923698602442,773.1563,0.004,669.6957,0.0055,14.5658,0.0134,17.6397,8.0E-4,0.7932,0.0022,0.2374,0.0002,-35.7824,0.0166,773.1563,0.004,669.6957,0.0055,14.7303,0.0110,17.354,8.0E-4,0.9078,0.0012,0.2374,0.0002,-35.7824,0.0166,773.1563,0.004,669.6957,0.0055,14.8872,0.0188,17.2721,0.0013,1.0171,0.0023,0.2374,0.0002,-35.7824,0.0166,773.1563,0.004,669.6957,0.0055,15.0570,0.0305,17.1753,0.0018,1.1354,0.0041,0.2374,0.0002,-35.7824,0.0166,78284,3586m500,8207,0.015492133,165.97845,307.19012,400.9638,497.8585,1.4235241,1.1595576,1.280225,1.0853484,0.8287918,1148702.8,2.9040103,1368174.6,0.03693861,1.1797766E7,0.08445022,1.8748232E7,16.949871,16.281483,15.992237,15.757236,16.04208,16.335413,14.198249,12.026429,0.66838837,0.2892456,0.52424717,0.23500156,358.761,-50.0463889,23 55 02.64,-50 02 47.0,0.0,,19.8384,19.2102
226,1,1972,359.8377379049973,-20.38822830346138,SER,0.723729372507253,708.3377,0.0039,775.0625,0.0071,5.8577,0.0197,17.5625,0.0019,1.4454,0.0145,0.3101,0.0011,-23.7711,0.0846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.3377,0.0039,775.0625,0.0071,7.2166,0.0258,17.3007,0.0022,1.6805,0.0108,0.3101,0.0011,-23.7711,0.0846,708.3377,0.0039,775.0625,0.0071,7.9349,0.0405,17.1753,0.0036,1.8048,0.0169,0.3101,0.0011,-23.7711,0.0846,216061,3598m205,1972,0.022238461,86.94715,0.0,162.48149,192.36757,2.0021331,0.0,1.2492456,1.090698,0.7844106,44886.363,5.1249323,23467.707,-0.64557755,1857152.4,-0.2861056,1376031.9,17.651861,Infinity,16.97299,16.78967,16.779486,17.16732,15.096597,15.219777,Infinity,Infinity,Infinity,0.18331909,359.838,-20.3881111,23 59 21.12,-20 23 17.2,0.0,,19.5906,19.1617
226,2,2352,359.8578399801947,-20.38666635424384,SER,0.723729372507253,968.3053,0.021,754.3389,0.0053,21.3087,0.0341,17.6319,0.0015,0.5568,0.0036,0.1823,0.0004,-78.0154,0.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.3053,0.021,754.3389,0.0053,17.9148,0.0354,16.9963,0.0018,0.8122,0.0041,0.1823,0.0004,-78.0154,0.0291,968.3053,0.021,754.3389,0.0053,16.1209,0.0544,16.8833,0.0033,0.9472,0.0068,0.1823,0.0004,-78.0154,0.0291,216061,3598m205,2352,0.022390852,94.14704,0.0,113.94789,120.70667,1.5635499,0.0,1.2492456,1.090698,1.4398447,10957.149,1.8298857,90332.86,0.27789766,428778.72,-0.35159382,461336.3,17.565483,Infinity,17.358234,17.295671,17.898344,18.152206,15.716269,14.953875,Infinity,Infinity,Infinity,0.06256294,359.858,-20.3866944,23 59 25.92,-20 23 12.1,0.0,,18.5237,18.343
226,4,2675,359.8746939768702,-20.40236956349105,SER,0.723729372507253,586.4376,0.0024,656.0441,0.0021,3.3832,0.0049,16.887,7.0E-4,1.9613,0.0077,0.8700,0.0008,-50.3571,0.3367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.4376,0.0024,656.0441,0.0021,4.3248,0.0061,16.4579,9.0E-4,1.6423,0.0045,0.8700,0.0008,-50.3571,0.3367,586.4376,0.0024,656.0441,0.0021,4.8224,0.0090,16.2970,0.0017,1.4737,0.0073,0.8700,0.0008,-50.3571,0.3367,216061,3598m205,2675,0.02211603,60.033188,0.0,88.08083,96.80925,1.8065132,0.0,1.234437,1.0957912,0.5,50897.48,2.4044456,961835.25,-0.010571538,1626595.4,-0.5752046,1379727.6,18.054022,Infinity,17.637796,17.535208,17.91636,18.497068,16.642982,,Infinity,Infinity,Infinity,0.10258865,359.875,-20.4023056,23 59 30.00,-20 24 08.3,0.0,,19.6431,19.0418
226,3,2549,359.8671598672918,-20.39517513855731,SER,0.723729372507253,492.1637,0.0074,559.9428,0.0071,9.6997,0.0145,18.0661,0.0013,0.3991,0.0040,0.2711,0.0006,-45.5539,0.0512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.1637,0.0074,559.9428,0.0071,8.9186,0.0183,17.6245,0.0018,0.6345,0.0053,0.2711,0.0006,-45.5539,0.0512,492.1637,0.0074,559.9428,0.0071,8.5057,0.0283,17.5513,0.0039,0.7589,0.0085,0.2711,0.0006,-45.5539,0.0512,216061,3598m205,2549,0.022234913,19.484125,0.0,22.814137,24.051813,1.5221878,0.0,1.3931563,1.0782828,0.5,963.83746,0.6922696,379799.9,-0.32094052,353722.34,0.1324886,355351.62,19.275797,Infinity,19.10449,19.04713,18.787321,20.073874,,,Infinity,Infinity,Infinity,0.057359695,359.867,-20.3953889,23 59 28.08,-20 23 43.4,0.0,,18.3618,17.9465
227,1,8862,4.225187674543504,-51.08605817611758,SER,1.43773722829804,922.4827,0.0012,356.1126,0.0024,22.8158,0.0348,17.5485,0.0011,1.8359,0.0034,0.3519,0.0001,26.5182,0.0155,922.4827,0.0012,356.1126,0.0024,19.8757,0.0194,16.892,9.0E-4,1.9608,0.0020,0.3519,0.0001,26.5182,0.0155,922.4827,0.0012,356.1126,0.0024,17.0704,0.0132,16.6719,5.0E-4,2.0800,0.0019,0.3519,0.0001,26.5182,0.0155,922.4827,0.0012,356.1126,0.0024,14.0337,0.0247,16.5265,0.0011,2.2091,0.0032,0.3519,0.0001,26.5182,0.0155,73700,0041m510,8862,0.018877365,16.660213,16.506796,4.840795,2.8486407,1.4358579,1.1626971,1.3524702,1.4293517,3.0786762,1443.0212,13.8336,275.6826,-0.4061285,104264.95,0.36288175,98248.72,19.445799,19.455843,20.787708,21.363405,,,,12.59068,-0.010044098,-1.3318653,-1.9075623,-0.57569695,4.2257083,-51.0856944,00 16 54.17,-51 05 08.5,0.0,,19.1684,18.9551
227,2,9286,4.235561687625344,-51.06916144689757,EXP,1.43773722829804,717.5573,0.0014,989.0311,0.0016,11.2654,0.0218,17.585,0.0013,2.0755,0.0049,0.7783,0.0004,4.8222,0.071,717.5573,0.0014,989.0311,0.0016,11.9861,0.0137,16.8247,9.0E-4,2.3390,0.0029,0.7783,0.0004,4.8222,0.071,717.5573,0.0014,989.0311,0.0016,12.6737,0.0153,16.4231,7.0E-4,2.5904,0.0028,0.7783,0.0004,4.8222,0.071,717.5573,0.0014,989.0311,0.0016,13.4180,0.0253,16.2016,0.0012,2.8625,0.0048,0.7783,0.0004,4.8222,0.071,73700,0041m510,9286,0.01840152,271.94907,465.73056,602.3244,697.40436,1.4409045,1.1796228,1.3517792,1.4293517,1.0,0.0,3.5075989,1.1356214E7,-0.2052186,2.3421571E8,-0.13872068,1.8080733E8,16.41378,15.829663,15.550424,15.391289,15.466392,15.828661,13.653459,13.217618,0.58411694,0.27923965,0.43837452,0.15913486,4.2356667,-51.0692222,00 16 56.56,-51 04 09.2,0.055448,,18.5646,18.1585
227,4,10709,4.267116172257374,-51.06510107078663,SER,1.43773722829804,410.2247,0.0021,900.2455,0.0021,4.3382,0.0055,18.5534,9.0E-4,1.1485,0.0041,0.9715,0.0007,-86.2881,1.1482,410.2247,0.0021,900.2455,0.0021,4.5924,0.0037,18.1297,9.0E-4,1.2560,0.0027,0.9715,0.0007,-86.2881,1.1482,410.2247,0.0021,900.2455,0.0021,4.8350,0.0046,17.8277,6.0E-4,1.3586,0.0030,0.9715,0.0007,-86.2881,1.1482,410.2247,0.0021,900.2455,0.0021,5.0976,0.0075,17.7359,0.0012,1.4696,0.0047,0.9715,0.0007,-86.2881,1.1482,73700,0041m510,10709,0.017599562,40.124172,66.752396,86.23433,96.67413,1.4060372,1.1519141,1.3480972,1.4299611,1.0112674,505976.9,3.1325595,663553.75,0.0417965,4498279.0,-0.11782238,8657718.0,18.491486,17.938833,17.660799,17.536724,17.877802,18.404573,18.367552,12.688515,0.55265236,0.2780342,0.40210915,0.12407494,4.2669167,-51.0651667,00 17 04.06,-51 03 54.6,0.0,,20.2944,20.1342
227,3,9850,4.248883098900224,-51.038932954875,SER,1.43773722829804,559.7432,0.0047,629.8393,0.0058,12.6493,0.0216,18.4275,0.0015,0.8445,0.0029,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.5754,0.0143,17.8663,0.0014,0.9678,0.0018,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.5050,0.0165,17.5956,0.001,1.0854,0.0022,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.4287,0.0264,17.4779,0.0018,1.2127,0.0036,0.7812,0.0006,-25.4521,0.1481,73700,0041m510,9850,0.017795358,107.40543,207.7778,292.43423,347.50146,1.4030992,1.1605918,1.365328,1.4390152,3.238729,564565.5,4.1271114,1664734.8,0.12655547,3.1815504E7,0.018464964,1.647031E7,17.422434,16.706001,16.33493,16.147608,16.627659,16.761635,15.32635,11.057496,0.7164326,0.37107086,0.5583935,0.18732262,4.2487083,-51.03875,00 16 59.69,-51 02 19.5,0.0,,20.3298,19.9263
227,5,11434,4.28443846200191,-51.0454105148111,REX,1.43773722829804,832.4022,0.0012,573.7801,9.0E-4,13.4065,0.0041,16.4062,2.0E-4,0.8196,0.0007,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,9.0E-4,13.2350,0.0028,15.8118,3.0E-4,0.9621,0.0004,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,9.0E-4,13.0715,0.0030,15.5648,1.0E-4,1.0980,0.0004,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,9.0E-4,12.8945,0.0045,15.3645,0.0003,1.2451,0.0007,0.6355,0.0001,-73.8841,0.0139,73700,0041m510,11434,0.016758109,37.841312,54.051758,69.69371,73.30879,1.4019206,1.1587168,1.3532199,1.4354497,1.0,0.0,1.1766012,5248697.5,0.0,0.0,0.0,0.0,18.555084,18.167976,17.892015,17.83711,18.19897,18.728539,16.26508,,0.38710785,0.27596092,0.33086586,0.054904938,4.2844167,-51.0454444,00 17 08.26,-51 02 43.6,0.0,,20.1738,19.7978
229,1,4177,26.54988178742162,-7.349771897640974,SER,0.609901054524273,1102.6945,0.0045,436.0916,0.0067,6.5376,0.0202,19.0727,0.0022,1.2461,0.0071,0.5516,0.0011,9.6042,0.1223,1102.6945,0.0045,436.0916,0.0067,7.5466,0.0178,18.6796,0.0019,1.3264,0.0046,0.5516,0.0011,9.6042,0.1223,1102.6945,0.0045,436.0916,0.0067,8.5093,0.0316,18.5293,0.0031,1.4030,0.0071,0.5516,0.0011,9.6042,0.1223,1102.6945,0.0045,436.0916,0.0067,9.5514,0.0509,18.4188,0.0044,1.4860,0.0120,0.5516,0.0011,9.6042,0.1223,288801,0265m072,4177,0.021513637,24.060923,31.430761,32.916153,34.735786,1.3847057,1.1876699,1.2113096,1.2108799,1.1511286,24946.154,1.8044584,178882.31,0.26103306,824166.94,0.074321754,470361.2,19.046719,18.756613,18.706478,18.648058,19.677446,21.198069,20.189827,,0.29010582,0.05013466,0.10855484,0.05842018,26.5497917,-7.3496667,01 46 11.95,-07 20 58.8,0.0,,20.2602,20.4632
