Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,zmemb,gmemb,FUV,NUV,m_i_corrected,m_g_corrected,m_r_corrected,m_z_corrected,FUV_corrected,NUV_corrected
10,3,1197,5.674201525891037,-20.58429908579907,SER,0.525730090228031,633.136,0.0119,589.5138,0.0102,18.3411,0.1216,17.7916,0.0048,1.7317,0.012,0.8185,0.0023,46.6986,0.524,633.136,0.0119,589.5138,0.0102,18.0991,0.0917,17.4943,0.0041,1.8428,0.0091,0.8185,0.0023,46.6986,0.524,633.136,0.0119,589.5138,0.0102,17.8682,0.1647,17.4344,0.0069,1.9487,0.0172,0.8185,0.0023,46.6986,0.524,633.136,0.0119,589.5138,0.0102,17.6182,0.2733,17.3374,0.0134,2.0634,0.0287,0.8185,0.0023,46.6986,0.524,214733,0057m205,1197,0.021552328,71.661896,95.904945,104.45052,117.2326,1.5235689,1.143581,1.7313269,1.086597,2.1848898,10615.937,5.5741577,5714.2183,-0.04616118,137139.12,0.21140029,330917.97,17.86178,17.545397,17.452723,17.32738,18.37035,18.73363,15.840534,,0.31638336,0.092674255,0.21801758,0.12534332,0.051799,,19.2006,18.836,17.379184199647707,17.863988957829804,17.57718878186144,17.316432363984724,19.17482343280951,18.84601774241717
11,2,2733,7.797374162347395,-25.49057113235629,SER,0.793983706486365,835.2198,0.0008,754.6284,0.0009,12.2519,0.008,16.656,0.0005,1.2662,0.0016,0.7327,0.0003,47.2566,0.0414,835.2198,0.0008,754.6284,0.0009,13.3168,0.0122,16.0317,0.0006,2.8539,0.0026,0.7327,0.0003,47.2566,0.0414,835.2198,0.0008,754.6284,0.0009,14.3329,0.0234,15.6574,0.0009,4.3688,0.005,0.7327,0.0003,47.2566,0.0414,835.2198,0.0008,754.6284,0.0009,15.4328,0.0365,15.4723,0.0011,6.0087,0.0078,0.7327,0.0003,47.2566,0.0414,188220,0078m255,2733,0.016199168,337.87167,549.1237,743.3128,885.47473,1.432205,1.2802346,1.0941682,1.1002642,6.0,203847.11,8.692216,194967.14,0.00977523,11675612.0,0.19110948,19362890.0,16.17812,15.650825,15.322071,15.132059,16.111818,16.050148,13.17695,,0.5272951,0.32875347,0.51876545,0.19001198,0.0931,,18.4966,18.1406,15.277822068276402,16.244465332924257,15.678733547580801,15.117699615820818,18.470191248950815,18.116214544334657
11,4,4577,7.835637111264248,-25.4978180009287,REX,0.793983706486365,360.8139,0.0046,654.9899,0.0048,10.6028,0.0285,18.3964,0.0021,1.2817,0.0051,0.9252,0.0012,-34.7101,0.7023,360.8139,0.0046,654.9899,0.0048,10.5058,0.0224,18.0896,0.0018,1.5102,0.004,0.9252,0.0012,-34.7101,0.7023,360.8139,0.0046,654.9899,0.0048,10.4133,0.0402,17.9065,0.0032,1.7282,0.0074,0.9252,0.0012,-34.7101,0.7023,360.8139,0.0046,654.9899,0.0048,10.313,0.0662,17.8748,0.0052,1.9641,0.0122,0.9252,0.0012,-34.7101,0.7023,188220,0078m255,4577,0.015955556,38.801743,51.36673,61.534008,65.13568,1.3960365,1.2529374,1.0884495,1.1315669,1.0,0.0,2.2994444,264185.94,0.0,0.0,0.0,0.0,18.527872,18.223295,18.027212,17.965452,18.535378,18.963495,18.75599,,0.30457687,0.19608307,0.25784302,0.06175995,0.0931,,19.6921,19.465,17.887477419833377,18.52190115412773,18.230837939440985,17.925569219406974,19.6563166909231,19.454142413154322
11,1,2437,7.791397378063242,-25.49810943981049,SER,0.793983706486365,909.4854,0.0029,651.1716,0.0049,8.7669,0.0095,18.6247,0.001,0.592,0.0029,0.3492,0.0003,-31.1311,0.0333,909.4854,0.0029,651.1716,0.0049,8.7202,0.0062,18.2842,0.0008,0.6367,0.0015,0.3492,0.0003,-31.1311,0.0333,909.4854,0.0029,651.1716,0.0049,8.6756,0.0098,18.0376,0.0013,0.6793,0.0025,0.3492,0.0003,-31.1311,0.0333,909.4854,0.0029,651.1716,0.0049,8.6273,0.0166,17.9734,0.0021,0.7255,0.0046,0.3492,0.0003,-31.1311,0.0333,188220,0078m255,2437,0.016303431,36.632233,49.240223,61.02642,64.902145,1.4111222,1.261805,1.0931807,1.1338323,0.6543391,185999.19,2.2654321,714482.0,0.23104042,3215937.0,-0.42706165,3998286.2,18.590342,18.2692,18.036205,17.969353,18.090961,18.911112,15.701115,,0.3211422,0.23299408,0.29984665,0.06685257,0.0931,,20.3529,20.0032,17.911091500923497,18.58751050752874,18.277392705342727,17.931335965840812,20.326010039782783,19.979034119344245
13,2,12558,9.27354954962033,-63.44431133176228,DUP,0.61733196449811,745.3997,0.0014,637.1529,0.0025,20.8522,0.0118,16.6378,0.0005,0.8748,0.001,0.4876,0.0001,-21.2823,0.017,745.3997,0.0014,637.1529,0.0025,20.7105,0.0092,15.9644,0.0004,1.3764,0.0008,0.4876,0.0001,-21.2823,0.017,745.3997,0.0014,637.1529,0.0025,20.5753,0.0151,15.6653,0.0005,1.855,0.0014,0.4876,0.0001,-21.2823,0.017,745.3997,0.0014,637.1529,0.0025,20.4289,0.0245,15.4706,0.0008,2.3731,0.0023,0.4876,0.0001,-21.2823,0.017,34782,0091m635,12558,0.02145948,0.0,0.0,0.0,0.0,1.4614577,1.1724796,1.0904735,1.1273576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.041095,,18.6374,18.5981,nan,nan,nan,nan,18.606753737698142,nan
13,1,7646,9.238683763702836,-63.44049451525331,SER,0.61733196449811,959.0842,0.0006,689.4182,0.0011,13.7446,0.0054,16.2518,0.0003,1.2138,0.001,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.5688,0.0034,15.4271,0.0002,1.4004,0.0006,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.401,0.0039,15.0727,0.0002,1.5784,0.0007,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.2195,0.0066,14.8012,0.0003,1.771,0.0012,0.4201,0.0001,29.3864,0.0076,34782,0091m635,7646,0.021494443,318.66565,665.6214,923.3105,1173.9292,1.5495275,1.1724796,1.0799309,1.0744722,1.5747329,1565022.0,3.5505862,18495656.0,0.2117779,88949990.0,0.35000837,108589470.0,16.241661,15.441932,15.086631,14.825895,14.694367,14.487077,12.371279,10.69382,0.79972935,0.3553009,0.6160364,0.2607355,0.041095,,19.843,19.3354,15.118212995770604,16.327586305388497,15.482353051795572,14.840901595455493,19.823791005652343,19.374908974349225
13,3,8895,9.295400900782896,-63.43775771911234,REX,0.61733196449811,610.8377,0.0053,727.5251,0.0052,nan,nan,19.7063,0.0217,nan,nan,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.6821,0.012,18.9923,0.0147,nan,nan,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.9165,0.0148,18.6738,0.0128,nan,nan,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,1.1703,0.0259,18.2998,0.0197,nan,nan,0.8145,0.0081,-10.3431,1.5012,34782,0091m635,8895,0.021344265,10.925412,18.344988,23.143736,32.010082,1.5104871,1.1610723,1.1345979,1.1546754,1.0,0.0,0.24858461,1626495.4,0.0,0.0,0.0,0.0,19.903906,19.341206,19.088917,18.736782,17.547894,17.296335,15.698451,12.446596,0.5627003,0.25228882,0.6044235,0.3521347,0.041095,,19.9565,19.8637,19.090546902484153,19.95793560748737,19.377372199513804,18.746502228635773,19.92691729971736,19.898532411804144
13,4,9574,9.324959678182235,-63.44024534613383,REX,0.61733196449811,429.4963,0.0016,693.2361,0.0015,4.5703,0.0055,18.0264,0.0009,1.4058,0.0039,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,4.7439,0.0033,17.4239,0.0006,1.4402,0.0025,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,4.9094,0.0045,17.2007,0.0007,1.473,0.0027,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,5.0886,0.0077,17.0136,0.0012,1.5085,0.0044,0.9278,0.0007,60.4456,0.382,34782,0091m635,9574,0.021237023,61.40613,100.85638,120.65396,140.93953,1.4596208,1.1729002,1.0910976,1.1254835,1.0,0.0,1.1465746,3283966.5,0.0,0.0,0.0,0.0,18.02947,17.490742,17.296146,17.127419,17.447952,17.979877,16.306341,14.95736,0.5387287,0.19459534,0.3633232,0.16872787,0.041095,,20.0987,19.8396,17.287927793237,18.07858222006012,17.526262850711714,17.130076314951445,20.0728435353433,19.84266521637999
14,1,1410,9.413276734868823,-9.046817280354563,REX,0.534271252194311,854.2618,0.0046,822.1951,0.0044,13.1037,0.0141,17.1852,0.001,0.9641,0.0018,0.9456,0.0006,73.3284,0.4657,854.2618,0.0046,822.1951,0.0044,12.789,0.0096,16.584,0.0007,1.0311,0.0012,0.9456,0.0006,73.3284,0.4657,854.2618,0.0046,822.1951,0.0044,12.4888,0.0111,16.3155,0.001,1.095,0.0015,0.9456,0.0006,73.3284,0.4657,854.2618,0.0046,822.1951,0.0044,12.1637,0.0176,16.1552,0.0011,1.1643,0.0024,0.9456,0.0006,73.3284,0.4657,278747,0094m090,1410,0.035117216,127.33453,225.82289,295.6194,346.85437,1.3626305,1.2939789,1.2051785,1.556511,1.0,0.0,3.139772,362204.1,0.0,0.0,0.0,0.0,17.237635,16.61558,16.323168,16.149632,16.360336,16.981625,15.316439,14.393671,0.62205505,0.2924118,0.4659481,0.1735363,0.077266,,18.8397,18.909,16.310863108298193,17.342374434038053,16.661640370039557,16.145948156814118,18.791137943870485,18.892568459992052
14,2,1593,9.421045190534482,-9.05643554421165,SER,0.534271252194311,748.7309,0.0059,689.9295,0.0027,19.4436,0.0301,17.6922,0.0013,1.1279,0.0034,0.2265,0.0002,-66.0484,0.0201,748.7309,0.0059,689.9295,0.0027,18.2469,0.0195,17.0011,0.001,1.4605,0.0023,0.2265,0.0002,-66.0484,0.0201,748.7309,0.0059,689.9295,0.0027,17.1052,0.0251,16.7361,0.0013,1.7777,0.0036,0.2265,0.0002,-66.0484,0.0201,748.7309,0.0059,689.9295,0.0027,15.8692,0.0415,16.4942,0.0017,2.1212,0.0061,0.2265,0.0002,-66.0484,0.0201,278747,0094m090,1593,0.034914233,80.94681,158.32715,218.97269,270.03723,1.3548447,1.1476396,1.2051785,1.5252438,1.7507856,56363.94,4.9684205,55157.05,-0.4379198,3565290.8,-0.4834879,3746498.8,17.7295,17.001112,16.649025,16.42144,16.459324,16.864637,15.148163,14.490193,0.72838783,0.35208702,0.57967186,0.22758484,0.07588,,20.0736,19.5307,16.667749356304768,17.872091876522127,17.058203270699384,16.429924223662987,20.057619785805464,19.51750620656786
14,4,1927,9.435477271748589,-9.059062043858258,SER,0.534271252194311,552.382,0.0111,653.8099,0.0069,16.4307,0.0523,17.9535,0.0025,1.3092,0.0055,0.5406,0.0009,86.2749,0.1056,552.382,0.0111,653.8099,0.0069,16.5869,0.0468,17.5434,0.0025,1.5169,0.0048,0.5406,0.0009,86.2749,0.1056,552.382,0.0111,653.8099,0.0069,16.7359,0.0753,17.4101,0.0039,1.7151,0.0082,0.5406,0.0009,86.2749,0.1056,552.382,0.0111,653.8099,0.0069,16.8971,0.1177,17.3009,0.0052,1.9296,0.013,0.5406,0.0009,86.2749,0.1056,278747,0094m090,1927,0.034796927,82.829735,121.34801,145.55855,157.88206,1.3548447,1.158328,1.2051785,1.5252438,1.9612172,24945.17,4.7679725,27432.916,-0.10955423,1017452.2,0.0017474748,430022.44,17.704535,17.289919,17.092405,17.004168,17.75423,18.589945,19.75424,,0.41461563,0.19751358,0.28575134,0.08823776,0.077266,,19.5423,19.0821,17.01252383833073,17.7320967216371,17.316401823016296,16.98117799809369,19.521196236546494,19.067930186415758
14,3,1863,9.43272662799252,-9.065429631438676,SER,0.534271252194311,590.2579,0.0062,566.3903,0.0075,13.4102,0.0273,17.795,0.0018,1.0977,0.0034,0.7968,0.0010,-27.5959,0.225,590.2579,0.0062,566.3903,0.0075,13.106,0.0211,17.3671,0.0017,1.197,0.0026,0.7968,0.0010,-27.5959,0.225,590.2579,0.0062,566.3903,0.0075,12.8158,0.0316,17.251,0.0026,1.2918,0.0042,0.7968,0.0010,-27.5959,0.225,590.2579,0.0062,566.3903,0.0075,12.5017,0.0502,17.1946,0.0034,1.3944,0.0068,0.7968,0.0010,-27.5959,0.225,278747,0094m090,1863,0.034714714,90.04063,135.27621,163.1927,175.19695,1.3635443,1.158328,1.2051785,1.5700473,1.5019045,161875.31,4.3187327,56001.973,0.06573012,1138582.8,-0.10373464,1271582.1,17.613903,17.171946,16.968248,16.891184,17.27142,18.006147,16.644493,,0.44195747,0.2036972,0.28076172,0.077064514,0.076528,,19.6591,18.8842,16.89758803584397,17.65070293779937,17.20086446583503,16.869597187974346,19.659510085420386,18.871765240301023
15,3,5247,9.490176731544569,-25.07375695424441,DEV,1.16537966952834,580.212,0.001,657.4787,0.0009,43.4472,0.0592,14.6754,0.0008,3.975,0.0035,0.8727,0.0002,59.0892,0.0536,580.212,0.001,657.4787,0.0009,41.8101,0.0356,13.8035,0.0005,4.0048,0.0021,0.8727,0.0002,59.0892,0.0536,580.212,0.001,657.4787,0.0009,40.248,0.0332,13.4289,0.0005,4.0332,0.002,0.8727,0.0002,59.0892,0.0536,580.212,0.001,657.4787,0.0009,38.557,0.0557,13.1713,0.0008,4.064,0.0033,0.8727,0.0002,59.0892,0.0536,190832,0094m250,5247,0.015804822,1167.6772,2640.398,3883.1575,4992.0015,1.4058591,1.1631956,1.06996,1.1409104,4.0,0.0,9.960848,1318073.6,-0.04612796,117283530.0,0.04603617,126622920.0,14.831693,13.945827,13.527038,13.254313,13.649461,14.188989,15.064603,,0.88586617,0.4187889,0.69151306,0.27272415,0.063567,,19.5779,19.1035,13.572005600091817,14.984255418913428,14.006366087180615,13.27348468454522,19.55613536971546,19.270298192635792
15,4,5507,9.496903749885028,-25.05817536248398,SER,1.16537966952834,496.1778,0.0029,871.0896,0.0033,13.8921,0.0113,16.8619,0.0008,0.9015,0.0015,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.7755,0.0064,16.1327,0.0005,1.144,0.0009,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.6642,0.0096,15.8004,0.0006,1.3753,0.0013,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.5437,0.0171,15.5817,0.001,1.6257,0.0023,0.8239,0.0004,-7.7824,0.0952,190832,0094m250,5507,0.015810696,189.32092,365.0342,494.10355,614.1615,1.4459321,1.2277192,1.1028271,1.1663585,1.4390751,1103762.4,3.859449,1395945.9,0.1023448,29881784.0,-0.027682064,15660980.0,16.807003,16.094166,15.765455,15.529293,16.013908,16.397028,14.781355,13.738935,0.7128372,0.32871056,0.56487274,0.23616219,0.059258,,19.9986,19.2723,15.786250375268407,16.920960301084865,16.144681518986268,15.540036029179687,19.9890263910462,19.28315134791555
15,1,4432,9.46964856140158,-25.06268643212763,SER,1.16537966952834,835.6181,0.0097,809.4013,0.0051,8.4609,0.0217,18.6192,0.002,0.9333,0.0068,0.4044,0.0008,79.9149,0.0818,835.6181,0.0097,809.4013,0.0051,8.6711,0.0164,18.3652,0.0019,0.9625,0.0036,0.4044,0.0008,79.9149,0.0818,835.6181,0.0097,809.4013,0.0051,8.8716,0.0275,18.3056,0.003,0.9903,0.006,0.4044,0.0008,79.9149,0.0818,835.6181,0.0097,809.4013,0.0051,9.0886,0.0451,18.2431,0.0049,1.0205,0.011,0.4044,0.0008,79.9149,0.0818,190832,0094m250,4432,0.01586036,37.801525,45.35328,46.96823,48.263294,1.4838727,1.2087802,1.0948734,1.1663585,1.0423589,63688.227,2.260454,217472.5,-0.40096465,1862636.6,0.154529,1258260.1,18.556227,18.358479,18.32049,18.290958,18.835524,18.684654,16.88992,,0.19774818,0.037988663,0.06752014,0.029531479,0.066176,,19.9278,19.538,18.180305622647886,18.537942545528878,18.38671000258756,18.269629104730882,19.90184255754618,19.545148876481395
16,1,8257,11.98475234468605,-63.15271598449009,SER,0.647527884111001,833.2977,0.0027,689.4403,0.0031,11.4528,0.0111,17.4213,0.0009,0.8769,0.0018,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,11.1095,0.0074,16.844,0.0006,0.9645,0.0012,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,10.7819,0.008,16.5079,0.0006,1.0481,0.0013,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,10.4273,0.0124,16.3747,0.001,1.1386,0.0021,0.8176,0.0004,23.4027,0.1015,35433,0118m632,8257,0.01930333,106.7214,186.30077,248.75237,297.66162,1.2092716,1.0015163,1.0932658,1.2758567,1.0679739,527089.56,3.1102989,2571052.0,0.10216928,11455877.0,0.09604542,11284878.0,17.42937,16.824463,16.510582,16.315693,16.36264,16.67842,14.47908,13.309995,0.604908,0.31388092,0.50877,0.19488907,0.215976,,19.3863,18.8767,16.332873829230813,17.509073043463346,16.723376470255392,16.226849371192586,19.378941039296187,18.783184084749603
16,4,9485,12.04557225387533,-63.15872257113716,SER,0.647527884111001,455.8379,0.0036,607.1158,0.0038,12.7563,0.0133,17.6898,0.0011,0.7492,0.0017,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.7991,0.008,17.1602,0.0007,0.905,0.0011,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.84,0.0116,16.9068,0.0009,1.0537,0.0015,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.8842,0.0202,16.7778,0.0014,1.2147,0.0027,0.8358,0.0005,-45.2834,0.1505,35433,0118m632,9485,0.019557705,160.01799,265.78195,335.482,381.46045,1.2265489,1.0866047,1.107588,1.2524469,1.5721354,314832.03,6.1788874,138175.94,-0.0035030274,3560707.5,-0.096807204,8624967.0,16.989578,16.438686,16.185827,16.046375,16.935183,17.364714,15.754717,,0.5508919,0.25285912,0.3923111,0.13945198,0.215976,,19.8762,19.3314,15.964318444154705,17.040842123295942,16.31975171819724,15.931382370423758,19.8772302824592,19.287003205518285
16,2,8590,12.00123945421535,-63.16669403271604,SER,0.647527884111001,729.563,0.001,508.5524,0.001,5.2128,0.0397,17.5958,0.0026,nan,nan,0.8534,0.0011,33.3537,0.2167,729.563,0.001,508.5524,0.001,12.9146,0.1027,16.81,0.0029,nan,nan,0.8534,0.0011,33.3537,0.2167,729.563,0.001,508.5524,0.001,20.2632,0.1804,16.3963,0.0032,nan,nan,0.8534,0.0011,33.3537,0.2167,729.563,0.001,508.5524,0.001,28.218,0.2667,16.155,0.0033,nan,nan,0.8534,0.0011,33.3537,0.2167,35433,0118m632,8590,0.019543245,70.909775,135.67679,176.8438,206.53673,1.2715216,1.0866047,1.107588,1.2486225,0.80330956,289922.2,8.240079,184419.48,0.4670838,6876629.5,0.033215743,2561967.0,17.873234,17.168736,16.881025,16.712507,17.671734,18.45126,,,0.7044983,0.2877102,0.45622826,0.16851807,0.086353,,19.7015,19.0103,16.875930099145787,18.016901928055695,17.223796950761802,16.709072993460282,19.700233899809668,18.989278550473767
16,3,8629,12.00294737230044,-63.13376969298704,SER,0.647527884111001,720.7537,0.0056,949.8719,0.0113,20.2828,0.0324,17.9329,0.0015,0.8311,0.0024,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.9864,0.0212,17.4862,0.0011,0.9599,0.0014,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.7036,0.031,17.2943,0.0015,1.0828,0.0023,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.3975,0.052,17.2151,0.0024,1.2159,0.004,0.4557,0.0004,14.3872,0.0484,35433,0118m632,8629,0.019062782,68.65002,104.397,127.36989,135.93301,1.425539,1.0482233,1.0854316,1.271647,1.0353026,183037.39,5.4529257,259568.08,0.3328969,3770171.8,0.18262394,2456808.5,17.908398,17.45328,17.237333,17.166687,17.73637,18.219841,16.559273,15.586644,0.45511818,0.2159462,0.28659248,0.070646286,0.215976,,20.0612,19.526,16.970143843862367,17.929164194645363,17.311818633271013,17.02944284506023,20.059923153138044,19.43307451719522
18,4,9935,12.31221568686366,-18.31617999953638,SER,0.633742266402957,462.473,0.0013,400.4214,0.0018,5.4089,0.0048,18.2827,0.0008,1.1446,0.0033,0.5941,0.0004,0.4987,0.0514,462.473,0.0013,400.4214,0.0018,5.1873,0.0028,17.7178,0.0006,1.3634,0.0019,0.5941,0.0004,0.4987,0.0514,462.473,0.0013,400.4214,0.0018,4.976,0.0036,17.2735,0.0007,1.5722,0.0028,0.5941,0.0004,0.4987,0.0514,462.473,0.0013,400.4214,0.0018,4.7472,0.0063,17.1479,0.001,1.7983,0.0049,0.5941,0.0004,0.4987,0.0514,226996,0122m182,9935,0.023851948,48.63625,82.45305,130.90608,152.01707,1.4068116,1.2151865,1.2024848,1.2058425,3.222183,41697.11,1.443845,834041.94,0.18481888,3237103.5,-0.021620952,1886233.1,18.2826,17.709484,17.2076,17.045269,16.853373,16.634468,13.197905,11.144891,0.5731163,0.50188446,0.6642151,0.16233063,0.159397,,20.224,19.5631,17.147568719093996,18.34081000468629,17.674218346310877,17.012241809764085,20.249081416277253,19.49411861201187
18,1,8339,12.27927560073106,-18.2866320671963,SER,0.633742266402957,890.6305,0.0009,804.4361,0.0008,10.233,0.0019,16.2839,0.0002,0.614,0.0004,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.2672,0.0013,15.6475,0.0002,0.6808,0.0003,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.2998,0.0016,15.3853,0.0002,0.7445,0.0003,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.3352,0.0025,15.1804,0.0002,0.8135,0.0006,0.8000,0.0001,-48.6009,0.0266,226996,0122m182,8339,0.023887008,305.12125,544.54047,687.8011,828.8716,1.3312826,1.1939449,1.1465876,1.2227265,0.67553693,7815710.5,2.676922,8648555.0,-0.01364069,57471512.0,-0.11288452,116547824.0,16.288818,15.659925,15.406343,15.203782,15.385344,15.801417,13.667435,11.765272,0.62889385,0.253582,0.45614243,0.20256042,0.159397,,18.8121,18.2868,15.276256585516968,16.380572192026715,15.641727999143042,15.151133454392902,18.81353503461288,18.233891914415068
18,2,9013,12.29286562494236,-18.30786280759166,SER,0.633742266402957,714.0291,0.0089,513.5801,0.0032,14.3749,0.0177,18.3035,0.0011,0.7635,0.0026,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.4356,0.0124,17.9505,0.0009,0.8168,0.0014,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.4936,0.0194,17.8293,0.0015,0.8676,0.0024,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.5564,0.032,17.7456,0.0022,0.9227,0.0043,0.2967,0.0003,-89.5128,0.0263,226996,0122m182,9013,0.02386131,48.363796,65.99296,73.43336,78.91585,1.3577864,1.1940022,1.1754088,1.2058425,0.8344605,157574.11,3.7995985,505682.06,-0.54554975,4855832.0,-0.009100024,2871578.8,18.288698,17.951256,17.835266,17.75709,18.477179,19.234985,,14.519237,0.3374424,0.11598969,0.19416618,0.0781765,0.159397,,19.9654,19.8071,17.555859692597956,18.278651086791854,17.87194578740853,17.659554223169543,19.91299607144898,19.738112114992678
18,3,9152,12.2954947848856,-18.27013099982027,SER,0.633742266402957,679.6581,0.0012,1031.9563,0.0011,13.428,0.0199,16.7537,0.001,2.6474,0.0042,0.9180,0.0004,78.4679,0.1702,679.6581,0.0012,1031.9563,0.0011,12.9863,0.0122,16.0434,0.0006,3.0101,0.0024,0.9180,0.0004,78.4679,0.1702,679.6581,0.0012,1031.9563,0.0011,12.5648,0.0152,15.719,0.0007,3.3561,0.0033,0.9180,0.0004,78.4679,0.1702,679.6581,0.0012,1031.9563,0.0011,12.1085,0.0259,15.5114,0.0012,3.7308,0.0058,0.9180,0.0004,78.4679,0.1702,226996,0122m182,9152,0.024565043,171.36719,336.73676,462.00595,578.0339,1.4115021,1.2544339,1.1818595,1.224814,3.0219357,319171.3,2.953599,1812480.4,-0.032966185,15407957.0,0.02232104,13478919.0,16.91518,16.181774,15.838381,15.595117,15.690065,16.168894,14.522516,12.406069,0.73340607,0.34339333,0.5866575,0.2432642,0.159397,,19.5403,18.8994,15.778982521142268,17.08101878791064,16.199552410119953,15.573114799691544,19.561785238224772,18.850872725046013
20,1,1471,13.04012577583562,-1.119177251059751,SER,0.550881294713299,756.9186,0.002,659.4763,0.0047,34.2949,0.0154,16.5489,0.0005,0.7657,0.0009,0.2277,0.0001,-23.0521,0.0058,756.9186,0.002,659.4763,0.0047,32.8672,0.0116,15.8441,0.0003,0.9628,0.0006,0.2277,0.0001,-23.0521,0.0058,756.9186,0.002,659.4763,0.0047,31.505,0.0134,15.5299,0.0003,1.1508,0.0007,0.2277,0.0001,-23.0521,0.0058,756.9186,0.002,659.4763,0.0047,30.0303,0.0195,15.2787,0.0005,1.3544,0.0013,0.2277,0.0001,-23.0521,0.0058,324660,0131m010,1471,0.051570516,230.60197,448.92276,636.275,798.9123,1.2603335,1.2122216,1.1767341,1.1621677,1.057419,1638754.4,8.487607,247327.45,0.43531945,54462148.0,-0.45720544,54293176.0,16.592842,15.869571,15.490888,15.243752,15.001912,15.345359,13.093337,12.205332,0.72327137,0.3786831,0.62581825,0.24713516,0.041238,,19.5171,18.6617,15.519258581199837,16.673171409225226,15.909468115165545,15.257586085333918,19.50904191928069,18.668544356778543
