Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
89,1,1180,157.0206666929759,31.23020816330698,0.45082918010151,756.6252,0.0073,428.5386,0.0057,4.6441,0.0159,19.3473,0.0028,1.0212,0.0126,0.6084,0.0023,64.4412,0.2919,756.6252,0.0073,428.5386,0.0057,4.6299,0.0139,18.9819,0.0026,1.0731,0.0106,0.6084,0.0023,64.4412,0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.6252,0.0073,428.5386,0.0057,4.6015,0.0379,18.7580,0.0076,1.1762,0.0288,0.6084,0.0023,64.4412,0.2919
90,1,1250,160.0979346994472,24.218117062578,0.583614856671345,530.8632,0.0016,750.7513,0.0035,44.7024,0.0926,15.7966,0.0014,2.4279,0.0046,0.3268,0.0001,-22.7449,0.0149,530.8632,0.0016,750.7513,0.0035,41.2282,0.0597,15.1867,0.0010,2.6892,0.0030,0.3268,0.0001,-22.7449,0.0149,530.8632,0.0016,750.7513,0.0035,37.9133,0.0632,14.9749,0.0010,2.9386,0.0036,0.3268,0.0001,-22.7449,0.0149,530.8632,0.0016,750.7513,0.0035,34.3249,0.1008,14.7807,0.0018,3.2085,0.0059,0.3268,0.0001,-22.7449,0.0149
90,3,1365,160.105463817595,24.22891625645232,0.583614856671345,757.8228,0.0105,786.8233,0.0162,11.8928,0.0423,18.3691,0.0033,0.4533,0.0075,0.4205,0.0009,32.8165,0.1006,757.8228,0.0105,786.8233,0.0162,11.4146,0.0286,17.9720,0.0031,0.5303,0.0043,0.4205,0.0009,32.8165,0.1006,757.8228,0.0105,786.8233,0.0162,10.9583,0.0315,17.7195,0.0023,0.6038,0.0050,0.4205,0.0009,32.8165,0.1006,757.8228,0.0105,786.8233,0.0162,10.4644,0.0488,17.6565,0.0053,0.6834,0.0088,0.4205,0.0009,32.8165,0.1006
90,2,1268,160.0996401426918,24.23677740509459,0.583614856671345,684.5444,0.0028,678.5941,0.0032,6.4231,0.0497,17.7362,0.0033,4.7520,0.0304,0.7773,0.0017,-27.4401,0.2670,684.5444,0.0028,678.5941,0.0032,8.9750,0.0564,17.1307,0.0030,4.8768,0.0228,0.7773,0.0017,-27.4401,0.2670,684.5444,0.0028,678.5941,0.0032,11.4099,0.0935,16.8530,0.0038,4.9958,0.0233,0.7773,0.0017,-27.4401,0.2670,684.5444,0.0028,678.5941,0.0032,14.0456,0.1419,16.5617,0.0047,5.1246,0.0320,0.7773,0.0017,-27.4401,0.2670
90,4,1627,160.1178137831449,24.23412248992252,0.583614856671345,771.8251,0.0036,532.4799,0.0033,5.5287,0.0067,17.8494,0.0011,0.6178,0.0038,0.8916,0.0009,73.1982,0.3844,771.8251,0.0036,532.4799,0.0033,5.3370,0.0045,17.4296,0.0010,0.7576,0.0025,0.8916,0.0009,73.1982,0.3844,771.8251,0.0036,532.4799,0.0033,5.1540,0.0055,17.1787,0.0010,0.8910,0.0032,0.8916,0.0009,73.1982,0.3844,771.8251,0.0036,532.4799,0.0033,4.9560,0.0087,17.0797,0.0016,1.0355,0.0054,0.8916,0.0009,73.1982,0.3844
95,3,3497,164.8665143237579,4.450992052653255,1.36046184837579,770.5774,0.0000,494.1352,0.0000,28.6400,0.0876,*90.0850*,*0.0000*,1.2862,0.0048,0.6324,0.0003,-7.7958,0.0453,770.5774,0.0000,494.1352,0.0000,29.6284,0.0449,15.5482,0.0014,1.5061,0.0024,0.6324,0.0003,-7.7958,0.0453,770.5774,0.0000,494.1352,0.0000,30.5716,0.0344,15.2242,0.0014,1.7158,0.0016,0.6324,0.0003,-7.7958,0.0453,770.5774,0.0000,494.1352,0.0000,31.5925,0.0727,14.9965,0.0020,1.9429,0.0038,0.6324,0.0003,-7.7958,0.0453
95,2,3451,164.8642379200843,4.444907233463884,1.36046184837579,675.1838,0.0177,775.4564,0.0170,17.3934,0.0558,18.7051,0.0041,0.5645,0.0075,0.1913,0.0005,-46.0277,0.0431,675.1838,0.0177,775.4564,0.0170,16.6109,0.0312,18.2347,0.0035,0.7092,0.0038,0.1913,0.0005,-46.0277,0.0431,675.1838,0.0177,775.4564,0.0170,15.8642,0.0451,18.0319,0.0035,0.8473,0.0062,0.1913,0.0005,-46.0277,0.0431,675.1838,0.0177,775.4564,0.0170,15.0559,0.0811,25.7398,6.3709,0.9968,0.0117,0.1913,0.0005,-46.0277,0.0431
95,4,3639,164.8725596054267,4.451839017705623,1.36046184837579,597.9636,0.0094,781.7618,0.0110,271.9284,41.4957,17.6819,0.0475,*20.0000*,*0.7353*,0.5711,0.0052,-10.1565,0.4548,597.9636,0.0094,781.7618,0.0110,181.6898,27.6035,17.1485,0.0615,*13.5499*,*0.4907*,0.5711,0.0052,-10.1565,0.4548,597.9636,0.0094,781.7618,0.0110,95.5895,14.3485,25.3383,6.0452,7.3956,0.2597,0.5711,0.0052,-10.1565,0.4548,597.9636,0.0094,781.7618,0.0110,2.3862,0.0302,18.8698,0.0076,0.7336,0.0619,0.5711,0.0052,-10.1565,0.4548
95,1,3340,164.8595290461594,4.430497689710559,1.36046184837579,706.6661,0.0042,692.2839,0.0088,23.2552,0.0961,17.7597,0.0031,1.3088,0.0092,0.2371,0.0004,-23.9375,0.0386,706.6661,0.0042,692.2839,0.0088,95.3685,1.0426,16.2962,0.0065,4.2447,0.0185,0.2371,0.0004,-23.9375,0.0386,706.6661,0.0042,692.2839,0.0088,164.1747,2.0230,15.9238,0.0057,7.0459,0.0327,0.2371,0.0004,-23.9375,0.0386,706.6661,0.0042,692.2839,0.0088,238.6572,3.0858,15.7859,0.0047,*10.0783*,*0.0489*,0.2371,0.0004,-23.9375,0.0386
96,1,2964,165.2819541107593,16.76908274797869,1.01058985306795,514.3370,0.0073,399.6778,0.0103,39.5345,0.0429,15.1058,0.0010,0.9795,0.0015,0.7070,0.0003,8.2733,0.0605,514.3370,0.0073,399.6778,0.0103,37.9000,0.0294,14.5205,0.0008,1.0567,0.0010,0.7070,0.0003,8.2733,0.0605,514.3370,0.0073,399.6778,0.0103,36.3405,0.0314,14.2769,0.0007,1.1304,0.0011,0.7070,0.0003,8.2733,0.0605,514.3370,0.0073,399.6778,0.0103,34.6523,0.0478,14.1394,0.0012,1.2102,0.0018,0.7070,0.0003,8.2733,0.0605
96,3,3154,165.2900877920556,16.75221064756445,1.01058985306795,679.0204,0.0255,783.6907,0.0233,11.6249,0.1530,18.8126,0.0106,1.4997,0.0252,0.8518,0.0056,-80.3142,1.6210,679.0204,0.0255,783.6907,0.0233,11.2721,0.1067,18.4342,0.0087,1.6503,0.0178,0.8518,0.0056,-80.3142,1.6210,679.0204,0.0255,783.6907,0.0233,10.9355,0.1602,18.2057,0.0119,1.7940,0.0287,0.8518,0.0056,-80.3142,1.6210,679.0204,0.0255,783.6907,0.0233,10.5712,0.2636,18.1996,0.0194,1.9495,0.0476,0.8518,0.0056,-80.3142,1.6210
96,2,3009,165.2834657745998,16.73486998596282,1.01058985306795,765.5854,0.0430,545.9861,0.0762,27.0581,0.3131,18.3453,0.0099,1.2497,0.0153,0.5443,0.0024,19.3332,0.4153,765.5854,0.0430,545.9861,0.0762,26.3927,0.2032,18.0295,0.0083,1.1849,0.0094,0.5443,0.0024,19.3332,0.4153,765.5854,0.0430,545.9861,0.0762,25.7579,0.2779,17.9029,0.0114,1.1230,0.0138,0.5443,0.0024,19.3332,0.4153,765.5854,0.0430,545.9861,0.0762,25.0706,0.4640,17.8908,0.0185,1.0561,0.0238,0.5443,0.0024,19.3332,0.4153
96,4,3411,165.3026356518377,16.72426358807883,1.01058985306795,785.6981,0.0034,1014.9883,0.0023,3.8529,0.0103,14.9068,0.0022,1.5363,0.0055,0.8736,0.0005,-1.2218,0.1386,785.6981,0.0034,1014.9883,0.0023,4.7030,0.0064,14.3998,0.0015,1.4557,0.0034,0.8736,0.0005,-1.2218,0.1386,785.6981,0.0034,1014.9883,0.0023,5.5142,0.0089,14.4077,0.0019,1.3788,0.0039,0.8736,0.0005,-1.2218,0.1386,785.6981,0.0034,1014.9883,0.0023,6.3922,0.0151,14.3556,0.0023,1.2955,0.0066,0.8736,0.0005,-1.2218,0.1386
97,2,391,167.5168502117463,-1.004677110111772,0.574185303565978,784.4078,0.0028,774.8491,0.0019,4.9786,0.0106,17.9750,0.0018,1.4321,0.0080,0.5077,0.0008,55.4309,0.0789,784.4078,0.0028,774.8491,0.0019,4.8736,0.0071,17.6582,0.0012,1.4060,0.0049,0.5077,0.0008,55.4309,0.0789,784.4078,0.0028,774.8491,0.0019,4.7734,0.0079,17.3338,0.0014,1.3810,0.0050,0.5077,0.0008,55.4309,0.0789,784.4078,0.0028,774.8491,0.0019,4.6650,0.0125,17.3093,0.0022,1.3540,0.0085,0.5077,0.0008,55.4309,0.0789
97,1,296,167.5127542218795,-1.005626684312333,0.574185303565978,838.4389,0.0022,765.5931,0.0030,7.0635,0.0155,17.7551,0.0018,1.4255,0.0064,0.5946,0.0007,-2.8794,0.0773,838.4389,0.0022,765.5931,0.0030,6.6880,0.0098,17.0702,0.0010,1.6471,0.0037,0.5946,0.0007,-2.8794,0.0773,838.4389,0.0022,765.5931,0.0030,6.3298,0.0108,16.6743,0.0011,1.8585,0.0044,0.5946,0.0007,-2.8794,0.0773,838.4389,0.0022,765.5931,0.0030,5.9420,0.0176,16.4889,0.0019,2.0873,0.0078,0.5946,0.0007,-2.8794,0.0773
97,3,584,167.5261035286813,-1.021252338016023,0.574185303565978,476.9730,0.0024,657.6750,0.0032,10.9604,0.0175,17.3930,0.0015,1.1703,0.0035,0.6803,0.0005,23.2864,0.0818,476.9730,0.0024,657.6750,0.0032,10.7793,0.0107,16.7365,0.0009,1.5688,0.0022,0.6803,0.0005,23.2864,0.0818,476.9730,0.0024,657.6750,0.0032,10.6064,0.0169,16.3742,0.0013,1.9490,0.0037,0.6803,0.0005,23.2864,0.0818,476.9730,0.0024,657.6750,0.0032,10.4193,0.0293,16.2092,0.0019,2.3606,0.0063,0.6803,0.0005,23.2864,0.0818
97,4,870,167.5390798010606,-1.013468111430023,0.574185303565978,655.0412,0.0019,550.5544,0.0022,3.5769,0.0074,18.4055,0.0014,1.0193,0.0109,0.5846,0.0014,-39.2772,0.1327,655.0412,0.0019,550.5544,0.0022,3.2702,0.0054,18.0746,0.0012,1.2238,0.0052,0.5846,0.0014,-39.2772,0.1327,655.0412,0.0019,550.5544,0.0022,2.9776,0.0055,17.5988,0.0010,1.4189,0.0074,0.5846,0.0014,-39.2772,0.1327,655.0412,0.0019,550.5544,0.0022,2.6608,0.0077,17.6597,0.0017,1.6302,0.0145,0.5846,0.0014,-39.2772,0.1327
98,4,970,168.0198611603887,29.40156252050033,0.423435316797591,673.1777,0.0078,535.1634,0.0057,15.9862,0.0186,17.5233,0.0011,0.6852,0.0019,0.6996,0.0004,-68.7497,0.0886,673.1777,0.0078,535.1634,0.0057,15.5081,0.0122,16.8417,0.0007,0.7367,0.0012,0.6996,0.0004,-68.7497,0.0886,673.1777,0.0078,535.1634,0.0057,15.0520,0.0148,16.5585,0.0009,0.7858,0.0016,0.6996,0.0004,-68.7497,0.0886,673.1777,0.0078,535.1634,0.0057,14.5582,0.0241,16.3881,0.0016,0.8390,0.0027,0.6996,0.0004,-68.7497,0.0886
98,1,382,167.9824744936344,29.43309680026038,0.423435316797591,908.8195,0.0080,908.5700,0.0048,9.9553,0.0344,18.4841,0.0026,1.1846,0.0081,0.4405,0.0009,64.3353,0.1001,908.8195,0.0080,908.5700,0.0048,10.0064,0.0301,18.1868,0.0026,1.5317,0.0072,0.4405,0.0009,64.3353,0.1001,908.8195,0.0080,908.5700,0.0048,10.0550,0.0503,17.9092,0.0034,1.8628,0.0120,0.4405,0.0009,64.3353,0.1001,908.8195,0.0080,908.5700,0.0048,10.1077,0.0799,17.8832,0.0059,2.2213,0.0190,0.4405,0.0009,64.3353,0.1001
98,3,690,168.002160282404,29.40591666699664,0.423435316797591,718.4091,0.0048,834.8894,0.0038,20.9131,0.0208,16.4782,0.0009,1.1003,0.0016,0.7571,0.0003,-76.3643,0.0743,718.4091,0.0048,834.8894,0.0038,19.8567,0.0126,15.9808,0.0006,1.2097,0.0009,0.7571,0.0003,-76.3643,0.0743,718.4091,0.0048,834.8894,0.0038,18.8488,0.0170,15.7960,0.0007,1.3140,0.0013,0.7571,0.0003,-76.3643,0.0743,718.4091,0.0048,834.8894,0.0038,17.7577,0.0292,15.6967,0.0014,1.4270,0.0024,0.7571,0.0003,-76.3643,0.0743
98,2,627,167.9983969039964,29.42771908085983,0.423435316797591,461.2767,0.0106,475.4610,0.0057,13.9057,0.0317,18.0850,0.0019,1.0691,0.0042,0.4551,0.0006,71.3490,0.0714,461.2767,0.0106,475.4610,0.0057,13.7937,0.0218,17.7309,0.0017,1.0607,0.0024,0.4551,0.0006,71.3490,0.0714,461.2767,0.0106,475.4610,0.0057,13.6868,0.0330,17.6168,0.0023,1.0527,0.0038,0.4551,0.0006,71.3490,0.0714,461.2767,0.0106,475.4610,0.0057,13.5711,0.0546,17.5429,0.0040,1.0440,0.0067,0.4551,0.0006,71.3490,0.0714
100,2,4188,169.5035696181568,30.54045052288772,0.44027050991916,879.6195,0.0045,867.7565,0.0170,23.2871,0.0344,17.7061,0.0013,0.8515,0.0025,0.2083,0.0003,-1.7023,0.0227,879.6195,0.0045,867.7565,0.0170,23.2014,0.0334,17.2829,0.0015,0.9252,0.0022,0.2083,0.0003,-1.7023,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.6195,0.0045,867.7565,0.0170,23.0313,0.0800,16.9965,0.0030,1.0715,0.0058,0.2083,0.0003,-1.7023,0.0227
100,1,4069,169.4989741521495,30.5481299308621,0.44027050991916,827.1501,0.0028,763.8899,0.0017,5.2821,0.0056,17.7829,0.0008,1.0314,0.0037,0.3528,0.0004,-66.4686,0.0408,827.1501,0.0028,763.8899,0.0017,5.3669,0.0043,17.2891,0.0007,1.1396,0.0025,0.3528,0.0004,-66.4686,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.1501,0.0028,763.8899,0.0017,5.5356,0.0106,16.9462,0.0013,1.3546,0.0064,0.3528,0.0004,-66.4686,0.0408
100,3,4678,169.5256052218398,30.53044278003313,0.44027050991916,564.5525,0.0018,624.8861,0.0017,5.7055,0.0059,17.7060,0.0009,1.2010,0.0033,0.9476,0.0009,78.1896,0.6230,564.5525,0.0018,624.8861,0.0017,5.4126,0.0045,17.0698,0.0008,1.3838,0.0025,0.9476,0.0009,78.1896,0.6230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.5525,0.0018,624.8861,0.0017,4.8304,0.0095,16.6577,0.0015,1.7468,0.0066,0.9476,0.0009,78.1896,0.6230
100,4,4833,169.5322157319099,30.52027717707466,0.44027050991916,486.1835,0.0023,485.2493,0.0026,4.1013,0.0074,18.0961,0.0013,1.9262,0.0093,0.8577,0.0013,26.7082,0.3499,486.1835,0.0023,485.2493,0.0026,4.1817,0.0077,17.7448,0.0014,2.1014,0.0085,0.8577,0.0013,26.7082,0.3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.1835,0.0023,485.2493,0.0026,4.3415,0.0209,17.5554,0.0033,2.4493,0.0230,0.8577,0.0013,26.7082,0.3499
101,2,6233,169.9192724902598,-6.499577417439074,0.427363081910274,652.4236,0.0256,472.8729,0.0366,44.0570,0.2120,17.4802,0.0041,1.3508,0.0068,0.6645,0.0014,-14.6558,0.2335,652.4236,0.0256,472.8729,0.0366,42.4314,0.1479,17.1556,0.0034,1.4026,0.0047,0.6645,0.0014,-14.6558,0.2335,652.4236,0.0256,472.8729,0.0366,40.8804,0.2310,17.0798,0.0053,1.4521,0.0079,0.6645,0.0014,-14.6558,0.2335,652.4236,0.0256,472.8729,0.0366,39.2014,0.3824,17.0260,0.0089,1.5057,0.0133,0.6645,0.0014,-14.6558,0.2335
101,1,6211,169.9182950321516,-6.517915002121144,0.427363081910274,703.3622,0.0033,817.1422,0.0036,13.1701,0.0066,17.2354,0.0006,0.4926,0.0010,0.4776,0.0002,42.7961,0.0207,703.3622,0.0033,817.1422,0.0036,13.1440,0.0047,16.6858,0.0005,0.5618,0.0006,0.4776,0.0002,42.7961,0.0207,703.3622,0.0033,817.1422,0.0036,13.1190,0.0062,16.4636,0.0006,0.6278,0.0009,0.4776,0.0002,42.7961,0.0207,703.3622,0.0033,817.1422,0.0036,13.0920,0.0097,16.2757,0.0008,0.6992,0.0015,0.4776,0.0002,42.7961,0.0207
101,3,6263,169.9204890712538,-6.494103278591494,0.427363081910274,716.7200,0.0061,565.0782,0.0046,12.6796,0.0112,17.8457,0.0010,0.4983,0.0018,0.3872,0.0003,53.0283,0.0318,716.7200,0.0061,565.0782,0.0046,12.4980,0.0082,17.4143,0.0010,0.6132,0.0011,0.3872,0.0003,53.0283,0.0318,716.7200,0.0061,565.0782,0.0046,12.3247,0.0111,17.1058,0.0010,0.7227,0.0017,0.3872,0.0003,53.0283,0.0318,716.7200,0.0061,565.0782,0.0046,12.1371,0.0175,17.0186,0.0014,0.8413,0.0030,0.3872,0.0003,53.0283,0.0318
101,4,6339,169.9230100629089,-6.524597047655746,0.427363081910274,686.9047,0.0015,892.2535,0.0027,19.6847,0.0193,16.6505,0.0008,1.6022,0.0021,0.4569,0.0002,16.5707,0.0209,686.9047,0.0015,892.2535,0.0027,18.6867,0.0133,16.0081,0.0006,1.8275,0.0013,0.4569,0.0002,16.5707,0.0209,686.9047,0.0015,892.2535,0.0027,17.7344,0.0165,15.7608,0.0007,2.0424,0.0018,0.4569,0.0002,16.5707,0.0209,686.9047,0.0015,892.2535,0.0027,16.7036,0.0262,15.5680,0.0011,2.2751,0.0031,0.4569,0.0002,16.5707,0.0209
105,1,7361,172.9370271128429,15.40902920537789,0.445806219188975,688.5853,0.0020,461.6080,0.0029,18.8629,0.0217,17.0546,0.0013,0.9308,0.0019,0.4276,0.0001,34.3016,0.0139,688.5853,0.0020,461.6080,0.0029,18.2403,0.0066,16.4520,0.0003,1.0497,0.0006,0.4276,0.0001,34.3016,0.0139,688.5853,0.0020,461.6080,0.0029,17.6463,0.0173,16.2152,0.0011,1.1631,0.0016,0.4276,0.0001,34.3016,0.0139,688.5853,0.0020,461.6080,0.0029,17.0033,0.0361,16.0278,0.0019,1.2859,0.0033,0.4276,0.0001,34.3016,0.0139
105,3,7631,172.9441519508484,15.38917229504831,0.445806219188975,782.2124,0.0009,738.1491,0.0018,11.6227,0.0118,17.3502,0.0011,1.8257,0.0030,0.3675,0.0001,8.4096,0.0128,782.2124,0.0009,738.1491,0.0018,10.5270,0.0047,16.7234,0.0003,1.6537,0.0011,0.3675,0.0001,8.4096,0.0128,782.2124,0.0009,738.1491,0.0018,9.4816,0.0079,16.4996,0.0008,1.4896,0.0020,0.3675,0.0001,8.4096,0.0128,782.2124,0.0009,738.1491,0.0018,8.3500,0.0166,16.3269,0.0015,1.3120,0.0044,0.3675,0.0001,8.4096,0.0128
105,4,8025,172.9538411941126,15.40681461877469,0.445806219188975,559.9946,0.0011,703.5446,0.0007,7.1227,0.0047,17.2225,0.0008,1.0428,0.0021,0.5261,0.0002,-89.0148,0.0162,559.9946,0.0011,703.5446,0.0007,6.7126,0.0015,16.5287,0.0002,1.1345,0.0006,0.5261,0.0002,-89.0148,0.0162,559.9946,0.0011,703.5446,0.0007,6.3212,0.0032,16.2672,0.0006,1.2219,0.0015,0.5261,0.0002,-89.0148,0.0162,559.9946,0.0011,703.5446,0.0007,5.8976,0.0070,16.0401,0.0009,1.3166,0.0033,0.5261,0.0002,-89.0148,0.0162
105,2,7533,172.9413327306714,15.41778817790734,0.445806219188975,725.7201,0.0015,854.3629,0.0019,16.1241,0.0500,17.1360,0.0023,2.3707,0.0072,0.6504,0.0004,42.9952,0.0449,725.7201,0.0015,854.3629,0.0019,15.5410,0.0150,16.7248,0.0007,2.3014,0.0022,0.6504,0.0004,42.9952,0.0449,725.7201,0.0015,854.3629,0.0019,14.9847,0.0391,16.5847,0.0021,2.2353,0.0056,0.6504,0.0004,42.9952,0.0449,725.7201,0.0015,854.3629,0.0019,14.3825,0.0823,16.4721,0.0043,2.1638,0.0118,0.6504,0.0004,42.9952,0.0449
107,2,1418,174.1568297133209,21.69064871524099,0.665773364016943,878.4992,0.0041,469.4782,0.0043,13.5894,0.0116,16.2951,0.0009,0.5617,0.0014,0.7652,0.0004,-44.8969,0.1058,878.4992,0.0041,469.4782,0.0043,13.3773,0.0108,15.7794,0.0009,0.9139,0.0012,0.7652,0.0004,-44.8969,0.1058,878.4992,0.0041,469.4782,0.0043,13.1749,0.0172,15.5521,0.0011,1.2501,0.0022,0.7652,0.0004,-44.8969,0.1058,878.4992,0.0041,469.4782,0.0043,12.9558,0.0267,15.3981,0.0017,1.6139,0.0036,0.7652,0.0004,-44.8969,0.1058
107,3,1652,174.1685202200961,21.69989212707423,0.665773364016943,391.7418,0.0072,898.6470,0.0063,53.0218,0.2135,15.4673,0.0029,2.0532,0.0073,0.7315,0.0007,47.0102,0.1382,391.7418,0.0072,898.6470,0.0063,56.6014,0.1685,14.8146,0.0021,2.6956,0.0055,0.7315,0.0007,47.0102,0.1382,391.7418,0.0072,898.6470,0.0063,60.0168,0.2899,14.4939,0.0031,3.3085,0.0091,0.7315,0.0007,47.0102,0.1382,391.7418,0.0072,898.6470,0.0063,63.7139,0.4730,14.3368,0.0044,3.9721,0.0149,0.7315,0.0007,47.0102,0.1382
107,4,2084,174.1896907042591,21.710033858281,0.665773364016943,671.5579,0.0144,762.5574,0.0199,13.5211,0.0672,17.7187,0.0043,0.9997,0.0082,0.6727,0.0015,-3.3387,0.2819,671.5579,0.0144,762.5574,0.0199,13.6766,0.0440,17.2313,0.0032,1.1558,0.0051,0.6727,0.0015,-3.3387,0.2819,671.5579,0.0144,762.5574,0.0199,13.8249,0.0683,17.0154,0.0041,1.3048,0.0078,0.6727,0.0015,-3.3387,0.2819,671.5579,0.0144,762.5574,0.0199,13.9855,0.1156,16.8840,0.0072,1.4661,0.0135,0.6727,0.0015,-3.3387,0.2819
107,1,1317,174.1514731471739,21.6788836727322,0.665773364016943,809.9566,0.0058,621.8596,0.0078,14.9802,0.0334,16.9949,0.0018,1.1485,0.0044,0.4425,0.0005,-37.5981,0.0617,809.9566,0.0058,621.8596,0.0078,14.7336,0.0242,16.5414,0.0016,1.3215,0.0031,0.4425,0.0005,-37.5981,0.0617,809.9566,0.0058,621.8596,0.0078,14.4983,0.0378,16.3654,0.0021,1.4866,0.0049,0.4425,0.0005,-37.5981,0.0617,809.9566,0.0058,621.8596,0.0078,14.2436,0.0619,16.2488,0.0035,1.6653,0.0080,0.4425,0.0005,-37.5981,0.0617
108,2,2270,174.2546993891416,12.45710497774324,0.391149686064674,641.6384,0.0015,739.1866,0.0013,3.6548,0.0038,17.5727,0.0008,1.9601,0.0072,0.7122,0.0008,58.9371,0.1098,641.6384,0.0015,739.1866,0.0013,3.7159,0.0028,17.2870,0.0008,1.9483,0.0040,0.7122,0.0008,58.9371,0.1098,641.6384,0.0015,739.1866,0.0013,3.7743,0.0037,16.9544,0.0008,1.9371,0.0052,0.7122,0.0008,58.9371,0.1098,641.6384,0.0015,739.1866,0.0013,3.8374,0.0059,16.9902,0.0013,1.9250,0.0095,0.7122,0.0008,58.9371,0.1098
108,4,2468,174.2654179415284,12.45811032280742,0.391149686064674,719.5667,0.0025,708.9300,0.0070,16.0430,0.0180,17.8078,0.0012,0.6712,0.0023,0.2761,0.0002,13.7372,0.0215,719.5667,0.0025,708.9300,0.0070,15.1122,0.0119,17.1294,0.0010,0.8686,0.0014,0.2761,0.0002,13.7372,0.0215,719.5667,0.0025,708.9300,0.0070,14.2240,0.0145,16.7606,0.0010,1.0570,0.0021,0.2761,0.0002,13.7372,0.0215,719.5667,0.0025,708.9300,0.0070,13.2626,0.0234,16.5954,0.0015,1.2609,0.0036,0.2761,0.0002,13.7372,0.0215
108,3,2378,174.2605911844514,12.45932558946077,0.391149686064674,575.8042,0.0051,722.6141,0.0085,8.1122,0.0157,18.5786,0.0016,0.6621,0.0040,0.5087,0.0007,-14.9255,0.1001,575.8042,0.0051,722.6141,0.0085,7.8500,0.0140,18.3467,0.0021,0.8389,0.0033,0.5087,0.0007,-14.9255,0.1001,575.8042,0.0051,722.6141,0.0085,7.5997,0.0215,18.1130,0.0025,1.0075,0.0062,0.5087,0.0007,-14.9255,0.1001,575.8042,0.0051,722.6141,0.0085,7.3288,0.0332,18.1750,0.0040,1.1900,0.0102,0.5087,0.0007,-14.9255,0.1001
108,1,2113,174.24678039408,12.44827886776981,0.391149686064674,825.9495,0.0026,587.0818,0.0027,9.7677,0.0186,17.3504,0.0014,1.7087,0.0048,0.9464,0.0009,14.6465,0.6238,825.9495,0.0026,587.0818,0.0027,9.3286,0.0118,16.8279,0.0011,2.0371,0.0032,0.9464,0.0009,14.6465,0.6238,825.9495,0.0026,587.0818,0.0027,8.9098,0.0173,16.5579,0.0014,2.3504,0.0053,0.9464,0.0009,14.6465,0.6238,825.9495,0.0026,587.0818,0.0027,8.4563,0.0294,16.4815,0.0023,2.6896,0.0090,0.9464,0.0009,14.6465,0.6238
113,1,5646,179.1824473723358,22.49848049142986,0.424672411784731,731.3768,0.0022,731.2040,0.0039,6.3863,0.0120,18.3226,0.0014,1.3651,0.0068,0.3722,0.0006,-19.2730,0.0540,731.3768,0.0022,731.2040,0.0039,6.0929,0.0076,17.8608,0.0010,1.3935,0.0043,0.3722,0.0006,-19.2730,0.0540,731.3768,0.0022,731.2040,0.0039,5.8129,0.0093,17.6107,0.0011,1.4207,0.0055,0.3722,0.0006,-19.2730,0.0540,731.3768,0.0022,731.2040,0.0039,5.5099,0.0155,17.5325,0.0021,1.4500,0.0093,0.3722,0.0006,-19.2730,0.0540
113,2,5692,179.184889270458,22.50433755604412,0.424672411784731,646.8369,0.0074,708.0256,0.0071,9.6849,0.0154,18.5378,0.0013,0.5476,0.0042,0.2264,0.0005,46.3166,0.0390,646.8369,0.0074,708.0256,0.0071,9.9015,0.0139,18.2716,0.0016,0.6252,0.0032,0.2264,0.0005,46.3166,0.0390,646.8369,0.0074,708.0256,0.0071,10.1081,0.0236,18.1922,0.0024,0.6993,0.0055,0.2264,0.0005,46.3166,0.0390,646.8369,0.0074,708.0256,0.0071,10.3318,0.0373,18.1078,0.0035,0.7795,0.0092,0.2264,0.0005,46.3166,0.0390
